Customer_ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Monthly_Income,Account_Balance,Family_Size,City,Cluster
102253,Female,No,21,No,Student,2,416136,188698,3,Anbar,0
102254,Male,Yes,42,No,Trader,17,2988413,12276155,6,Karbala,5
102255,Female,Yes,41,No,Driver,11,261888,358448,8,Anbar,1
102256,Male,Yes,29,Yes,Government_Employee,4,835164,1232788,3,Basra,2
102257,Male,Yes,61,Yes,Retired,21,505433,8143034,1,Baghdad,4
102258,Male,No,30,No,Private_Sector,11,656735,3496723,3,Najaf,6
102259,Male,No,44,Yes,Driver,16,525169,567882,6,Najaf,1
102260,Female,No,35,No,Government_Employee,10,567310,3097263,3,Baghdad,2
102261,Female,No,20,Yes,Laborer,0,585716,218940,3,Karbala,3
102262,Female,No,19,Yes,Unemployed,2,300551,344667,1,Baghdad,6
102263,Male,No,18,No,Student,0,511089,443851,3,Dhi_Qar,0
102264,Male,No,18,No,Private_Sector,0,604005,681500,1,Baghdad,6
102265,Male,Yes,48,No,Homemaker,16,479820,592605,6,Najaf,1
102266,Female,Yes,61,No,Retired,19,485815,1797529,4,Najaf,4
102267,Female,No,21,Yes,Private_Sector,1,265157,62064,3,Dhi_Qar,6
102268,Female,Yes,49,Yes,Trader,14,3493378,19815051,4,Baghdad,5
102269,Female,Yes,34,Yes,Government_Employee,5,1116750,1377680,3,Erbil,2
102270,Female,No,20,No,Student,2,409546,241381,3,Baghdad,0
102271,Female,Yes,51,No,Laborer,15,444079,1027224,5,Basra,3
102272,Female,Yes,41,No,Private_Sector,8,1014572,3197183,5,Anbar,6
102273,Male,Yes,53,Yes,Trader,14,3119100,18514851,5,Najaf,5
102274,Female,Yes,35,Yes,Government_Employee,10,757387,2047997,5,Mosul,2
102275,Female,Yes,40,Yes,Engineer,14,2026984,16223334,4,Mosul,5
102276,Male,Yes,30,No,Driver,10,537977,913565,4,Erbil,1
102277,Female,Yes,72,No,Retired,29,586373,5196636,1,Baghdad,4
102278,Female,Yes,38,No,Government_Employee,10,647911,3490123,5,Mosul,2
102279,Female,No,71,No,Retired,25,565784,6870632,3,Baghdad,4
102280,Male,Yes,30,No,Government_Employee,11,775330,3510835,3,Erbil,2
102281,Male,Yes,36,Yes,Private_Sector,11,918898,3965870,4,Mosul,6
102282,Male,No,46,Yes,Trader,19,2822990,13567198,4,Erbil,5
102283,Female,Yes,40,Yes,Government_Employee,4,698415,3841187,5,Dhi_Qar,2
102284,Male,Yes,74,No,Retired,27,625940,8475350,2,Baghdad,4
102285,Male,Yes,30,Yes,Government_Employee,5,1368648,2198782,4,Diyala,2
102286,Female,No,20,No,Private_Sector,0,327828,286633,2,Baghdad,6
102287,Female,Yes,32,No,Driver,18,588256,55126,6,Basra,1
102288,Male,No,24,No,Student,0,463750,267021,3,Sulaymaniyah,0
102289,Male,Yes,61,No,Retired,23,595749,3974940,4,Basra,4
102290,Female,Yes,30,No,Homemaker,12,426883,389934,7,Baghdad,1
102291,Female,No,74,No,Retired,16,672382,2051948,4,Baghdad,4
102292,Male,Yes,54,No,Homemaker,15,539103,837792,4,Basra,1
102293,Male,No,41,Yes,Government_Employee,8,670235,754264,3,Erbil,2
102294,Female,Yes,29,Yes,Private_Sector,10,1265062,3369770,5,Basra,6
102295,Female,Yes,43,Yes,Trader,9,2610250,20324732,5,Erbil,5
102296,Female,No,26,No,Student,1,337931,206766,2,Erbil,0
102297,Female,Yes,34,No,Laborer,18,463227,514722,5,Mosul,3
102298,Female,Yes,81,Yes,Retired,28,886404,8463704,1,Erbil,4
102299,Male,Yes,69,Yes,Retired,23,623751,5092024,2,Baghdad,4
102300,Male,Yes,35,Yes,Engineer,6,1720949,9243880,6,Diyala,5
102301,Male,Yes,50,Yes,Trader,5,1847749,19286458,4,Baghdad,5
102302,Female,No,19,No,Laborer,1,150080,920250,2,Erbil,3
102303,Female,No,21,No,Unemployed,0,472970,567529,1,Dhi_Qar,6
102304,Female,Yes,40,Yes,Government_Employee,10,539120,2634236,5,Erbil,2
102305,Male,No,19,No,Student,1,458776,848441,1,Baghdad,0
102306,Female,Yes,42,No,Trader,14,1385537,20530970,6,Anbar,5
102307,Male,No,26,No,Laborer,0,432419,156734,2,Dhi_Qar,3
102308,Female,Yes,41,No,Driver,9,459056,687182,7,Baghdad,1
102309,Male,No,24,No,Unemployed,1,487922,521768,3,Erbil,6
102310,Male,Yes,38,No,Government_Employee,10,1091426,3002526,3,Baghdad,2
102311,Male,Yes,34,No,Laborer,10,435921,834047,4,Baghdad,3
102312,Female,Yes,54,Yes,Trader,10,2500003,12859408,4,Erbil,5
102313,Female,No,31,No,Private_Sector,11,910145,1793082,4,Sulaymaniyah,6
102314,Female,Yes,60,Yes,Retired,25,667722,5148284,1,Baghdad,4
102315,Female,Yes,29,Yes,Teacher,8,559334,2489953,3,Mosul,6
102316,Male,No,19,Yes,Laborer,1,424185,419442,1,Dhi_Qar,3
102317,Female,Yes,54,No,Laborer,12,509177,798892,5,Basra,3
102318,Female,Yes,44,No,Driver,19,286162,771936,4,Basra,1
102319,Male,Yes,83,Yes,Retired,28,746810,6972045,2,Baghdad,4
102320,Male,Yes,31,No,Government_Employee,10,903674,2027620,3,Baghdad,2
102321,Male,Yes,37,Yes,Engineer,10,2381276,14902774,3,Karbala,5
102322,Female,No,22,Yes,Student,2,458924,709089,2,Anbar,0
102323,Male,No,25,Yes,Private_Sector,0,450660,666122,2,Baghdad,6
102324,Female,Yes,31,No,Homemaker,15,441343,942538,7,Karbala,1
102325,Female,Yes,32,No,Government_Employee,9,1147561,4023396,4,Sulaymaniyah,2
102326,Male,No,23,No,Student,1,268636,627455,2,Baghdad,0
102327,Male,No,70,Yes,Retired,19,755071,6394068,2,Anbar,4
102328,Male,No,40,No,Engineer,6,3623050,15053613,4,Erbil,5
102329,Female,Yes,79,Yes,Retired,26,613915,7664062,4,Baghdad,4
102330,Male,No,19,No,Student,1,228989,395626,2,Baghdad,0
102331,Male,Yes,31,No,Private_Sector,8,971802,2825930,4,Baghdad,6
102332,Male,Yes,32,Yes,Private_Sector,6,1120021,1002785,3,Basra,6
102333,Male,Yes,29,Yes,Private_Sector,9,477413,1553927,5,Mosul,6
102334,Male,No,22,Yes,Unemployed,1,266058,164407,3,Najaf,6
102335,Female,Yes,30,No,Laborer,16,606719,796774,7,Mosul,3
102336,Female,Yes,71,No,Retired,18,583414,6816110,2,Karbala,4
102337,Male,Yes,43,No,Trader,17,2969821,23500216,5,Basra,5
102338,Female,Yes,40,Yes,Private_Sector,5,1003697,3532536,3,Basra,6
102339,Male,Yes,35,Yes,Trader,15,1920267,11849168,6,Mosul,5
102340,Male,Yes,28,Yes,Government_Employee,8,985498,2704535,5,Anbar,2
102341,Male,No,26,Yes,Private_Sector,0,524056,540348,1,Diyala,6
102342,Female,No,34,Yes,Trader,12,1713589,11445921,5,Diyala,5
102343,Male,Yes,67,No,Retired,25,821853,6139050,3,Anbar,4
102344,Female,Yes,37,Yes,Homemaker,15,357205,416857,4,Mosul,1
102345,Male,No,68,No,Retired,15,459521,6875667,3,Sulaymaniyah,4
102346,Female,No,22,Yes,Student,1,274002,695398,2,Mosul,0
102347,Male,Yes,29,Yes,Private_Sector,6,753948,3505789,3,Erbil,6
102348,Female,No,26,No,Laborer,2,296270,378306,1,Karbala,3
102349,Male,No,18,No,Student,0,546440,0,1,Basra,0
102350,Male,No,32,Yes,Private_Sector,5,1395144,1992628,3,Mosul,6
102351,Female,No,18,No,Student,0,458138,317124,1,Anbar,0
102352,Female,No,20,Yes,Unemployed,1,305013,422519,2,Baghdad,6
102353,Female,Yes,53,Yes,Trader,9,1686857,14546851,3,Anbar,5
102354,Male,Yes,31,No,Driver,12,408415,569111,4,Baghdad,1
102355,Female,Yes,62,Yes,Retired,24,533155,3661417,4,Sulaymaniyah,4
102356,Female,No,23,Yes,Student,0,332813,393111,2,Mosul,0
102357,Female,Yes,37,Yes,Government_Employee,11,867041,3546237,4,Basra,2
102358,Male,No,18,No,Laborer,0,377022,283084,3,Baghdad,3
102359,Male,No,40,Yes,Government_Employee,11,775669,3554306,3,Anbar,2
102360,Female,Yes,35,No,Driver,5,642864,361407,8,Mosul,1
102361,Female,No,20,No,Laborer,0,395156,166426,2,Mosul,3
102362,Male,Yes,74,No,Retired,27,497695,4175806,1,Anbar,4
102363,Female,Yes,50,No,Doctor,13,2938288,18754927,3,Basra,5
102364,Male,Yes,36,No,Trader,14,3408745,19369924,4,Anbar,5
102365,Male,Yes,63,No,Retired,17,555662,8698874,4,Basra,4
102366,Female,Yes,40,Yes,Private_Sector,9,891408,1839794,4,Baghdad,6
102367,Male,Yes,38,No,Government_Employee,8,931513,3437651,5,Erbil,2
102368,Male,No,76,No,Retired,27,702813,8487405,4,Sulaymaniyah,4
102369,Female,No,19,No,Student,0,379053,173428,3,Diyala,0
102370,Male,No,22,Yes,Student,1,325736,245006,1,Karbala,0
102371,Male,Yes,28,Yes,Private_Sector,5,658866,2543946,5,Karbala,6
102372,Female,No,29,Yes,Government_Employee,9,1098702,2716850,3,Erbil,2
102373,Male,No,35,Yes,Government_Employee,11,1021354,3416618,4,Sulaymaniyah,2
102374,Male,Yes,31,No,Private_Sector,5,901928,3389870,4,Erbil,6
102375,Male,Yes,38,No,Homemaker,9,548563,787345,4,Erbil,1
102376,Male,No,29,No,Government_Employee,11,944288,2113249,4,Anbar,2
102377,Female,Yes,30,No,Teacher,7,988542,3331347,5,Basra,6
102378,Male,Yes,73,No,Retired,20,476180,4635207,3,Baghdad,4
102379,Female,Yes,59,Yes,Retired,25,748015,5531636,4,Erbil,4
102380,Male,Yes,76,Yes,Retired,22,594490,6479706,3,Basra,4
102381,Male,Yes,46,No,Homemaker,11,674471,637939,7,Erbil,1
102382,Male,No,19,No,Private_Sector,1,400630,495174,3,Najaf,6
102383,Female,Yes,28,Yes,Private_Sector,3,1088046,2894469,3,Dhi_Qar,6
102384,Female,Yes,80,No,Retired,16,468950,4606100,4,Basra,4
102385,Female,Yes,50,No,Driver,4,468756,459953,7,Mosul,1
102386,Female,No,26,No,Private_Sector,0,352266,573385,3,Mosul,6
102387,Male,Yes,60,No,Retired,19,671263,2815007,4,Anbar,4
102388,Male,No,19,Yes,Student,1,211896,864556,3,Baghdad,0
102389,Female,Yes,33,Yes,Teacher,4,763563,2093310,3,Baghdad,6
102390,Female,No,69,No,Retired,16,761275,8122368,3,Baghdad,4
102391,Male,Yes,80,Yes,Retired,16,505609,4312874,2,Basra,4
102392,Female,No,24,No,Student,2,319648,98273,2,Erbil,0
102393,Male,Yes,35,No,Government_Employee,7,894722,3981155,5,Baghdad,2
102394,Female,Yes,31,No,Laborer,5,555233,487195,7,Baghdad,3
102395,Male,Yes,41,Yes,Trader,8,3025268,13627520,5,Baghdad,5
102396,Male,Yes,53,Yes,Trader,9,2106930,20672368,5,Erbil,5
102397,Male,Yes,28,Yes,Government_Employee,10,708930,3768789,5,Sulaymaniyah,2
102398,Male,Yes,36,Yes,Teacher,5,687500,3426848,3,Erbil,6
102399,Female,Yes,36,Yes,Teacher,6,616736,1649120,3,Mosul,6
102400,Female,No,20,No,Student,0,488840,400066,1,Najaf,0
102401,Female,Yes,31,Yes,Private_Sector,8,1042107,3473348,4,Erbil,6
102402,Female,Yes,49,Yes,Trader,14,2819101,6900886,5,Najaf,5
102403,Male,Yes,43,No,Doctor,10,3009339,9125724,3,Anbar,5
102404,Male,Yes,35,Yes,Trader,8,1705342,16985546,4,Karbala,5
102405,Female,No,32,Yes,Government_Employee,9,742083,1559095,3,Anbar,2
102406,Male,Yes,29,No,Private_Sector,5,661075,3643834,5,Erbil,6
102407,Female,Yes,49,No,Laborer,6,611153,970009,7,Erbil,3
102408,Female,Yes,35,No,Homemaker,13,564551,860834,5,Najaf,1
102409,Female,Yes,44,No,Driver,12,369524,1143981,4,Karbala,1
102410,Female,Yes,29,No,Private_Sector,10,813689,2717299,4,Baghdad,6
102411,Male,Yes,36,Yes,Doctor,10,3639227,20609753,5,Baghdad,5
102412,Male,Yes,83,Yes,Retired,23,481645,7559920,1,Diyala,4
102413,Male,Yes,36,No,Teacher,10,679972,3026909,3,Basra,6
102414,Female,Yes,30,Yes,Engineer,19,3108057,12844974,4,Sulaymaniyah,5
102415,Male,Yes,44,No,Laborer,17,401497,571644,7,Dhi_Qar,3
102416,Male,No,62,Yes,Retired,16,580241,5316748,1,Dhi_Qar,4
102417,Male,Yes,68,No,Retired,27,578949,5176096,2,Dhi_Qar,4
102418,Female,No,22,No,Private_Sector,2,150000,231493,1,Baghdad,6
102419,Male,Yes,19,No,Private_Sector,1,332240,145471,3,Mosul,6
102420,Male,Yes,75,No,Retired,29,522740,6265327,1,Mosul,4
102421,Male,Yes,52,Yes,Doctor,8,1866467,19385343,4,Karbala,5
102422,Female,No,26,No,Unemployed,0,273341,253661,2,Basra,6
102423,Female,No,18,No,Unemployed,2,410529,598081,1,Anbar,6
102424,Female,Yes,40,Yes,Government_Employee,7,616500,2854216,4,Erbil,2
102425,Female,No,54,Yes,Trader,16,2846287,13631686,3,Diyala,5
102426,Male,Yes,34,No,Government_Employee,10,910640,277103,5,Baghdad,2
102427,Male,Yes,61,Yes,Retired,22,412190,2736064,1,Diyala,4
102428,Male,No,19,No,Private_Sector,2,495925,269446,1,Dhi_Qar,6
102429,Female,Yes,34,Yes,Trader,17,3006070,12615802,5,Dhi_Qar,5
102430,Female,No,24,No,Laborer,2,287457,453001,3,Mosul,3
102431,Female,Yes,49,No,Laborer,12,482580,1176558,8,Basra,3
102432,Male,Yes,33,No,Private_Sector,4,819069,2143214,5,Najaf,6
102433,Male,No,19,Yes,Student,2,424768,564371,2,Dhi_Qar,0
102434,Male,Yes,68,No,Retired,25,416582,6620504,3,Basra,4
102435,Female,Yes,32,Yes,Private_Sector,3,947637,3130440,4,Baghdad,6
102436,Female,Yes,39,Yes,Government_Employee,7,918043,3052270,5,Baghdad,2
102437,Male,Yes,18,No,Student,1,404578,521660,2,Dhi_Qar,0
102438,Male,No,25,No,Student,0,363675,392846,3,Basra,0
102439,Female,No,38,No,Private_Sector,6,854072,2530942,5,Baghdad,6
102440,Female,Yes,33,Yes,Government_Employee,9,888056,3041731,4,Anbar,2
102441,Male,Yes,31,Yes,Trader,19,2909428,24923603,5,Baghdad,5
102442,Female,Yes,36,No,Teacher,5,1120968,2615990,5,Baghdad,6
102443,Male,No,29,No,Teacher,5,662792,3075210,3,Sulaymaniyah,6
102444,Female,No,24,No,Student,0,166921,0,3,Najaf,0
102445,Female,Yes,43,Yes,Trader,12,2150459,12392260,3,Baghdad,5
102446,Male,Yes,38,Yes,Trader,11,3228213,22002328,6,Dhi_Qar,5
102447,Female,Yes,40,No,Driver,7,228963,855536,6,Baghdad,1
102448,Female,Yes,70,Yes,Retired,20,619249,4917789,2,Anbar,4
102449,Female,No,19,No,Private_Sector,0,407943,733729,1,Sulaymaniyah,6
102450,Female,Yes,36,Yes,Government_Employee,11,1117996,2663619,3,Mosul,2
102451,Female,No,82,Yes,Retired,29,697753,2211261,1,Basra,4
102452,Male,Yes,79,No,Retired,17,626367,6160602,4,Dhi_Qar,4
102453,Male,No,21,No,Student,2,180940,383515,1,Baghdad,0
102454,Female,No,23,No,Student,0,353451,860037,3,Sulaymaniyah,0
102455,Male,Yes,53,No,Doctor,9,3681045,19580371,4,Baghdad,5
102456,Male,No,30,No,Government_Employee,7,824804,3174299,4,Baghdad,2
102457,Male,No,18,Yes,Laborer,1,390034,447177,3,Erbil,3
102458,Male,Yes,33,Yes,Government_Employee,3,996430,2420881,4,Najaf,2
102459,Male,Yes,30,Yes,Government_Employee,5,696148,3246192,4,Basra,2
102460,Male,Yes,75,No,Retired,27,508877,5080279,4,Basra,4
102461,Female,Yes,29,Yes,Private_Sector,3,831730,3694890,4,Baghdad,6
102462,Male,Yes,79,No,Retired,26,741885,4386874,1,Sulaymaniyah,4
102463,Male,Yes,76,No,Retired,15,771903,6948604,3,Mosul,4
102464,Male,Yes,32,Yes,Government_Employee,3,1003645,3675277,5,Najaf,2
102465,Male,Yes,39,Yes,Driver,10,381384,587694,5,Sulaymaniyah,1
102466,Male,No,22,Yes,Student,1,393012,409129,3,Dhi_Qar,0
102467,Male,Yes,39,Yes,Teacher,9,507544,2269350,4,Diyala,6
102468,Male,Yes,25,No,Laborer,0,150000,678907,2,Sulaymaniyah,3
102469,Female,Yes,36,No,Private_Sector,9,900483,3390507,3,Baghdad,6
102470,Male,No,39,No,Teacher,5,874652,2025469,3,Najaf,6
102471,Male,Yes,77,No,Retired,29,537809,7493157,2,Basra,4
102472,Male,Yes,58,No,Retired,19,296639,6326931,2,Mosul,4
102473,Male,Yes,32,Yes,Government_Employee,7,712458,2088000,5,Baghdad,2
102474,Male,No,28,No,Government_Employee,6,665499,2748256,5,Basra,2
102475,Female,Yes,41,No,Homemaker,11,560188,575484,6,Najaf,1
102476,Female,No,22,Yes,Private_Sector,1,328512,112351,1,Basra,6
102477,Female,Yes,34,Yes,Engineer,10,1701762,12257503,5,Baghdad,5
102478,Female,No,46,Yes,Doctor,11,3245767,11776588,3,Baghdad,5
102479,Female,Yes,73,No,Retired,28,447707,6282836,3,Anbar,4
102480,Female,No,19,No,Student,0,463889,278948,1,Mosul,0
102481,Female,Yes,39,Yes,Private_Sector,10,1179344,2774098,5,Mosul,6
102482,Male,No,19,Yes,Student,1,560341,227003,2,Baghdad,0
102483,Male,Yes,58,No,Retired,16,568298,6870413,2,Diyala,4
102484,Male,Yes,77,Yes,Retired,25,760825,7727747,2,Dhi_Qar,4
102485,Male,No,62,Yes,Retired,19,609745,3450654,3,Baghdad,4
102486,Male,Yes,29,Yes,Government_Employee,7,938503,1626666,4,Anbar,2
102487,Female,No,25,No,Student,0,318396,24832,2,Baghdad,0
102488,Female,No,36,No,Laborer,4,447753,451032,4,Erbil,3
102489,Female,No,24,Yes,Laborer,2,325195,187711,2,Sulaymaniyah,3
102490,Male,Yes,41,No,Government_Employee,10,668025,3158508,3,Diyala,2
102491,Female,Yes,18,No,Laborer,2,313621,275920,3,Basra,3
102492,Male,Yes,41,No,Private_Sector,6,1190901,3279945,5,Mosul,6
102493,Female,Yes,65,No,Retired,19,383565,4829344,2,Basra,4
102494,Male,Yes,35,No,Laborer,19,360362,659094,6,Erbil,3
102495,Male,Yes,47,Yes,Doctor,7,2713631,12586606,6,Baghdad,5
102496,Male,No,20,Yes,Laborer,2,416299,380708,1,Basra,3
102497,Female,Yes,33,Yes,Laborer,8,455915,1521069,6,Mosul,3
102498,Male,No,22,No,Unemployed,1,411741,708774,2,Baghdad,6
102499,Female,Yes,23,No,Student,2,277193,448646,1,Mosul,0
102500,Male,Yes,31,Yes,Government_Employee,9,780313,1070693,3,Mosul,2
102501,Female,Yes,47,No,Homemaker,13,760681,547530,8,Sulaymaniyah,1
102502,Male,Yes,34,No,Government_Employee,11,709164,1470796,4,Erbil,2
102503,Female,Yes,74,Yes,Retired,20,472896,5617020,1,Sulaymaniyah,4
102504,Male,Yes,47,No,Trader,14,2580723,14038563,4,Karbala,5
102505,Male,Yes,43,Yes,Doctor,13,2840769,11586248,6,Najaf,5
102506,Female,Yes,77,No,Retired,19,659066,2889522,4,Baghdad,4
102507,Male,No,18,Yes,Student,2,652750,333744,3,Mosul,0
102508,Female,Yes,38,No,Teacher,3,902044,2875733,5,Baghdad,6
102509,Male,No,53,No,Laborer,16,517196,934691,8,Baghdad,3
102510,Male,Yes,41,Yes,Engineer,10,2545191,23336825,6,Mosul,5
102511,Female,Yes,33,Yes,Private_Sector,10,827052,2882585,3,Mosul,6
102512,Male,No,35,Yes,Engineer,15,2537136,13912167,6,Baghdad,5
102513,Female,No,84,No,Retired,26,383836,6004150,2,Najaf,4
102514,Male,Yes,59,No,Retired,20,365345,5200234,1,Erbil,4
102515,Male,Yes,49,Yes,Trader,9,3747173,20394252,5,Baghdad,5
102516,Female,Yes,31,Yes,Trader,9,2628694,12656771,6,Basra,5
102517,Female,Yes,37,No,Private_Sector,10,1047938,2602680,3,Basra,6
102518,Male,No,39,Yes,Trader,19,3149759,18546264,6,Anbar,5
102519,Male,Yes,47,Yes,Laborer,16,421623,448739,4,Baghdad,3
102520,Male,Yes,48,No,Homemaker,7,459802,795096,7,Najaf,1
102521,Male,No,21,Yes,Private_Sector,1,286592,403412,1,Sulaymaniyah,6
102522,Male,Yes,38,Yes,Government_Employee,7,871358,2649351,3,Basra,2
102523,Female,No,29,No,Government_Employee,8,1207008,1804949,3,Baghdad,2
102524,Female,Yes,31,Yes,Government_Employee,8,862589,2795738,4,Erbil,2
102525,Female,Yes,38,Yes,Government_Employee,10,1042735,2535552,3,Erbil,2
102526,Female,Yes,32,Yes,Government_Employee,11,797417,3130547,4,Baghdad,2
102527,Female,Yes,37,Yes,Doctor,12,1904740,15414920,5,Mosul,5
102528,Male,Yes,33,No,Government_Employee,4,1059566,2263181,4,Anbar,2
102529,Female,No,69,Yes,Retired,17,389544,7134752,3,Dhi_Qar,4
102530,Female,No,21,No,Student,2,405611,182989,3,Anbar,0
102531,Male,Yes,32,No,Homemaker,17,375898,770293,6,Anbar,1
102532,Female,No,19,Yes,Student,1,343283,390562,2,Erbil,0
102533,Female,Yes,49,No,Driver,8,550722,730536,8,Anbar,1
102534,Female,Yes,58,No,Retired,28,611718,2935509,1,Mosul,4
102535,Male,Yes,47,No,Laborer,5,491301,397007,8,Erbil,3
102536,Male,Yes,35,No,Private_Sector,6,865675,2295206,3,Dhi_Qar,6
102537,Male,Yes,40,No,Private_Sector,3,929996,2130309,5,Mosul,6
102538,Male,No,43,Yes,Trader,10,1223067,15166679,6,Karbala,5
102539,Female,No,20,No,Student,2,422379,234969,1,Baghdad,0
102540,Female,Yes,36,No,Government_Employee,3,949604,2598026,4,Erbil,2
102541,Female,Yes,35,No,Engineer,15,3309200,18707977,4,Baghdad,5
102542,Male,No,19,No,Private_Sector,2,332738,215648,2,Erbil,6
102543,Male,No,73,Yes,Retired,16,598217,5720514,4,Anbar,4
102544,Male,Yes,30,No,Government_Employee,10,1033951,2906938,5,Anbar,2
102545,Male,Yes,52,Yes,Trader,11,2194710,18745007,5,Diyala,5
102546,Male,Yes,64,Yes,Retired,19,851540,5780959,4,Baghdad,4
102547,Male,Yes,40,No,Laborer,9,587951,0,8,Karbala,3
102548,Female,No,23,Yes,Private_Sector,1,332266,563074,2,Basra,6
102549,Male,No,24,No,Student,2,249216,381640,2,Erbil,0
102550,Female,No,22,No,Student,0,375926,416401,3,Najaf,0
102551,Male,Yes,47,No,Driver,4,352980,1068314,7,Najaf,1
102552,Male,No,36,No,Government_Employee,4,854961,2842394,4,Sulaymaniyah,2
102553,Female,Yes,73,No,Retired,22,701252,2908221,4,Sulaymaniyah,4
102554,Female,No,23,No,Student,0,353215,444212,2,Najaf,0
102555,Male,Yes,46,No,Homemaker,16,428968,341575,8,Basra,1
102556,Male,No,23,No,Unemployed,1,358039,392199,3,Baghdad,6
102557,Male,Yes,59,No,Retired,19,380980,6019419,1,Basra,4
102558,Female,No,18,No,Student,0,435656,303393,3,Najaf,0
102559,Female,Yes,30,No,Driver,8,392551,399696,8,Mosul,1
102560,Male,Yes,37,Yes,Private_Sector,3,639103,1649427,4,Anbar,6
102561,Female,Yes,54,No,Trader,7,1514434,24231121,5,Erbil,5
102562,Male,Yes,54,Yes,Engineer,12,2390412,19237601,4,Baghdad,5
102563,Male,No,25,Yes,Student,1,303649,90568,3,Diyala,0
102564,Male,Yes,30,Yes,Teacher,5,1360993,2169125,5,Baghdad,6
102565,Female,No,18,Yes,Student,2,363295,0,1,Najaf,0
102566,Female,No,79,No,Retired,27,555471,4127421,1,Mosul,4
102567,Female,Yes,36,Yes,Private_Sector,4,1042173,3439955,4,Basra,6
102568,Female,Yes,32,No,Teacher,6,1119515,2030901,3,Najaf,6
102569,Male,Yes,38,Yes,Government_Employee,10,1037457,3062293,5,Baghdad,2
102570,Male,No,36,Yes,Private_Sector,7,791933,1978157,4,Mosul,6
102571,Male,Yes,21,Yes,Student,1,291736,364456,3,Karbala,0
102572,Female,Yes,35,Yes,Private_Sector,11,659350,2535589,3,Basra,6
102573,Male,Yes,73,No,Retired,29,446030,3806401,3,Sulaymaniyah,4
102574,Male,Yes,43,Yes,Trader,8,2509801,14062990,3,Erbil,5
102575,Female,Yes,46,Yes,Driver,8,426027,560704,4,Erbil,1
102576,Male,Yes,73,Yes,Retired,22,718631,5347639,1,Dhi_Qar,4
102577,Male,No,76,Yes,Retired,24,727232,5674810,2,Basra,4
102578,Male,No,19,Yes,Unemployed,2,380336,703981,3,Baghdad,6
102579,Female,No,35,Yes,Engineer,6,2979843,15965939,6,Baghdad,5
102580,Female,Yes,30,Yes,Private_Sector,10,847079,1896663,4,Baghdad,6
102581,Male,Yes,30,No,Private_Sector,7,660626,3191662,4,Baghdad,6
102582,Female,Yes,31,No,Private_Sector,8,748104,4350322,5,Najaf,6
102583,Female,Yes,48,Yes,Trader,17,2754831,12930351,3,Basra,5
102584,Male,No,32,No,Government_Employee,8,634550,3133172,5,Mosul,2
102585,Male,Yes,33,Yes,Private_Sector,3,719187,3431892,5,Karbala,6
102586,Female,Yes,35,Yes,Government_Employee,4,794374,2815955,5,Diyala,2
102587,Female,No,54,Yes,Laborer,7,501997,109922,7,Sulaymaniyah,3
102588,Female,No,31,Yes,Government_Employee,6,1139572,2960404,4,Mosul,2
102589,Male,Yes,45,No,Laborer,15,514355,589887,5,Mosul,3
102590,Female,Yes,42,No,Driver,8,434204,1312472,8,Mosul,1
102591,Female,Yes,51,No,Engineer,19,3325050,20072993,5,Najaf,5
102592,Male,Yes,51,No,Laborer,6,517455,472709,7,Mosul,3
102593,Male,Yes,36,No,Driver,4,646406,1153037,5,Sulaymaniyah,1
102594,Male,No,71,No,Retired,23,714837,6623764,1,Sulaymaniyah,4
102595,Male,Yes,66,No,Retired,16,634564,8923986,1,Anbar,4
102596,Male,Yes,35,No,Teacher,10,327237,1174684,3,Mosul,6
102597,Female,No,22,No,Unemployed,1,336431,480006,2,Sulaymaniyah,6
102598,Female,No,25,No,Laborer,0,342692,614009,1,Najaf,3
102599,Male,No,24,No,Unemployed,1,152419,463383,3,Baghdad,6
102600,Female,Yes,34,Yes,Trader,12,3128378,13889095,4,Basra,5
102601,Female,No,28,No,Teacher,6,994146,2722808,5,Baghdad,6
102602,Female,Yes,78,No,Retired,25,752470,6966005,4,Anbar,4
102603,Female,Yes,37,Yes,Government_Employee,5,964391,2275347,3,Erbil,2
102604,Male,Yes,37,Yes,Trader,10,3034244,12379746,5,Mosul,5
102605,Male,Yes,34,No,Private_Sector,10,828763,1873070,5,Mosul,6
102606,Female,Yes,35,No,Government_Employee,11,886841,2316887,5,Basra,2
102607,Male,Yes,62,No,Retired,23,557795,4965789,1,Basra,4
102608,Female,Yes,40,Yes,Government_Employee,8,735008,2041212,5,Dhi_Qar,2
102609,Female,Yes,39,Yes,Engineer,19,2640173,10039798,6,Sulaymaniyah,5
102610,Female,Yes,40,No,Teacher,6,1002269,1614581,4,Baghdad,6
102611,Female,Yes,44,Yes,Doctor,17,3492883,11731905,5,Najaf,5
102612,Male,No,18,Yes,Student,2,167011,151858,2,Baghdad,0
102613,Female,No,23,Yes,Unemployed,2,412084,437553,3,Erbil,6
102614,Male,Yes,50,Yes,Trader,13,3672669,13531997,6,Karbala,5
102615,Male,Yes,44,Yes,Doctor,14,1848663,13641335,4,Diyala,5
102616,Male,Yes,59,Yes,Retired,26,481546,6566568,1,Basra,4
102617,Male,No,18,Yes,Unemployed,1,316576,250898,2,Sulaymaniyah,6
102618,Female,Yes,61,Yes,Retired,23,484693,8510694,3,Baghdad,4
102619,Male,No,26,No,Student,1,417828,9235,3,Basra,0
